అంకిత	ankita
వేగవంతం	vaegavantham
వేగవంతంగా	vaegavanthamgaa
వేగవంతమైన	vaegavanthamaina
వేగాన్ని	vegaanni
వేట	veta
వేటకు	vetaku
వేటలో	vaetaloe
వేటాడటం	vaetaadatam
వేటాడిన	vaetaadina
వేటాడే	vaetaadae
వేటికీ	vaetikii
వేటు	vaetu
వేటూరి	vaetuuri
వేడి	vaedi
వేడిగా	vaedigaa
వేడిచేసి	vaedichaesi
వేడిని	vaedini
వేడివేడిగా	vaedivaedigaa
వేడుక	vaeduka
వేడుకను	vaedukanu
వేడుకల	vaedukala
వేడుకలకు	vaedukalaku
వేడుకలను	vedukalanu
వేడుకలు	vedukalu
వేడుకలో	vedukalo
వేడుకల్లో	vedukallo
వేడుకుంటుంది	vaedukuntundi
వేడుకుంది	vaedukundi
వేడుకొనగా	vedukonaga
వేడెక్కి	vedekki
వేణు	venu
వేణుగోపాల	vaenugopaala
వేణుగోపాలస్వామి	vaenugopaalaswami
వేణుగోపాల్	venugopal
వేణుమాధవ్	venumadhav
వేతన	vaethana
వేతనాన్ని	vaethanaanni
వేతనాలను	vaethanaalanu
వేతనాలపై	vaethanaalapai
వేతనాలు	vaethanaalu
వేత్తల	vaetthala
వేద	vaeda
వేదం	vaedam
వేదంలా	vaedamlaa
వేదగిరి	vaedagiri
వేదన	vaedana
వేదపండితుల	vaedapamditula
వేదమే	vaedamae
వేదవతి	vaedavati
వేదాంత	vedaanta
వేదాంతం	vaedaamtam
వేదాభ్యాసానికి	vedaabhyaasaaniki
వేదాల	vedaala
వేదాలకు	vedaalaku
వేదాలను	vedaalanu
వేదాలలో	vaedaalaloe
వేదాలలోని	vaedaalaloeni
వేదాలు	vaedaalu
వేదిక	vedika
వేదికకు	vaedikaku
వేదికగా	vaedikagaa
వేదికను	vedikanu
వేదికపై	vedikapai
వేదికలు	vedikalu
వేదికలుగా	vaedhikalugaa
వేదుల	vaedhula
వేధించే	vaedhimchae
వేధింపు	vedhimpu
వేధింపుల	vedhimpula
వేధింపులు	vedhimpulu
వేప	vepa
వేపుడు	vepudu
వేమన	vemana
వేమారెడ్డి	vaemaareddi
వేములవాడ	vemulavaada
వేమూరి	vemuuri
వేయగా	vaeyagaa
వేయటం	veyatam
వేయడం	veyadam
వేయడంలో	vaeyadamlo
వేయడానికి	vaeyadaaniki
వేయబడింది	vaeyabadindhi
వేయబడిన	vaeyabadina
వేయబడుతుంది	vaeyabaduthundhi
వేయలేరు	vaeyalaeru
వేయవలెను	vaeyavalenu
వేయాలి	vaeyaali
వేయి	vaeyi
వేయించాడు	vaeyimchaadu
వేయించాలి	vaeyimchaali
వేయించి	vaeyimchi
వేయించిన	vaeyimchina
వేయుట	veyuta
వేయుటకు	veyutaku
వేరు	veru
వేరుగా	vaerugaa
వేరుచేసి	veruchesi
వేరువేరు	veruveru
వేరుశనగ	verusanaga
వేరుశెనగ	verusenaga
వేరే	vere
వేరైనా	vaeraiana
వేరొక	vaeroka
వేరొకరితో	verokaritoo
వేరొకరిని	verokarini
వేర్పాటు	verpaatu
వేర్పాటువాద	verpaatuvaada
వేర్వేరు	ververu
వేర్వేరుగా	ververugaa
వేల	vela
వేలం	velam
వేలకొలది	velakoladi
వేలమంది	velamandi
వేలమందికి	velamandiki
వేలసంఖ్యలో	vaelasamkhyaloe
వేలాడే	vaelaadae
వేలాది	vaelaadi
వేలాదిమంది	vaelaadimamdi
వేలి	vaeli
వేలు	vaelu
వేలూరి	veluri
వేలేరుపాడు	velerupadu
వేల్స్	wales
వేళ	vela
వేళలో	velalo
వేళల్లో	velallo
వేళ్లను	vellanu
వేళ్లు	vellu
వేళ్ళతో	vaellatho
వేళ్ళు	vaellu
వేవ్	wave
వేశాడు	vaesaadu
వేశారు	vaesaaru
వేశ్య	vaesya
వేశ్యల	vaesyala
వేష	vaesha
వేషం	vaesham
వేషంలో	vaeshamlo
వేషధారణ	veshadharana
వేషధారణలో	vayshadharanaloo
వేషాల	veashala
వేషాలు	veashaluu
వేసవి	vesavi
వేసవిలో	veasaviloo
వేసి	vesi
వేసింది	vesindhi
వేసిన	vesina
వేసినప్పుడు	vesinappudu
వేసుకుంది	vaesukumdi
వేసుకుని	vaesukuni
వేసుకునే	vaesukunae
వేసుకున్నారు	vaesukunnaaru
వేసుకొని	vesukoni
వేసుకొనే	vesukone
వేసుకోవడం	vesukovadam
వేసుకోవాలి	vaesukovaali
వేసెను	vaesenu
వేసే	vaesae
వేసేది	vaesaedhi
వేసేవాడు	vaesaevaadu
వేస్తాడు	vaestaadu
వేస్తాను	vaestaanu
వేస్తారు	vaestaaru
వేస్తుంటారు	vaestumtaaru
వేస్తుంది	vaestundi
వేస్తూ	vaestuu
వేస్తే	vaystay
వైఎస్ఆర్	ysr
వైకల్యాలు	vaikalyaalu
వైకుంఠ	vaikumtha
వైఖరి	vaikhari
వైఖరికి	vaikhariki
వైఖరిని	vaikharini
వైఖానస	vaikhaanasa
వైజాగ్	vizag
వైజ్ఞానిక	vaignaanika
వైట్ల	vaitla
వైడ్	vide
వైదిక	vaidhika
వైదుష్యం	vaidhushyam
వైదొలగాలని	vaidholagaalani
వైదొలిగాడు	vaidholigaadu
వైద్య	vaidhya
వైద్యనిపుణులు	vaidhyanipunulu
వైద్యపరంగా	vaidhyaparamgaa
వైద్యపరమైన	vaidhyaparamaina
వైద్యము	vaidhyamu
వైద్యరంగం	vaidhyarangam
వైద్యరంగంలో	vaidyarangamlo
వైద్యశాల	vaidyasala
వైద్యశాలలో	vaidyasalalo
వైద్యశాస్త్ర	vaidyasastra
వైద్యశాస్త్రం	vaidyasastram
వైద్యాధికారులు	vaidyaadhikaarulu
వైద్యాన్ని	vaidyaanni
వైద్యుడిగా	vaidyudigaa
వైద్యుడిని	vaidyudini
వైద్యుడు	vaidyudu
వైద్యుని	vaidyuni
వైద్యురాలు	vaidyuraalu
వైద్యుల	vaidyula
వైద్యులను	vaidyulanu
వైద్యులు	vaidyulu
వైద్యులుగా	vaidyulugaa
వైద్యులే	vaidyulae
వైన్	wine
వైపరీత్యాలు	vaipareetyaalu
వైపు	vaipu
వైపుకి	vaipuki
వైపుకు	vaipuku
వైపుగా	vaipugaa
వైపున	vaipuna
వైపునుండి	vaipunundi
వైపుల	vaipula
వైపులా	vaipulaa
వైఫల్యం	vaiphalyam
వైఫల్యానికి	vaiphalyaaniki
వైభవ	vaibhava
వైభవం	vaibhavam
వైభవంగా	vaibhavangaa
వైభవానికి	vaibhavaaniki
వైభవాన్ని	vaibhavaanni
వైమానిక	vaimaaniki
వైరం	vairam
వైరల్	viral
వైరస్లు	viruslu
వైరాగ్య	vairaagya
వైరాగ్యం	vairaagyam
వైరుధ్య	vairudhya
వైర్	vair
వైల్డ్	waild
వైవాహిక	vaivaahika
వైవిధ్య	vaividhya
వైవిధ్యం	vaividhyam
వైవిధ్యంగా	vaividhyamgaa
వైవిధ్యమైన	vaividhyamaina
వైవిధ్యాన్ని	vaividhyaanni
వైవిధ్యాలు	vaividhyaalu
వైశంపాయనుడు	vaisampayanudu
వైశాఖ	vaisaakha
వైశాల్యం	vaisaalyam
వైశేషిక	vaisayshika
వైశ్యుడు	vaisyudu
వైశ్యులు	vaisyulu
వైశ్రవణుడు	vaisravanudu
వైష్ణవ	vaishnava
వైస్	vice
వైస్రాయ్	vicaroy
వొళ్ళు	vollu
వోల్వో	volvo
వ్యంగ్య	vyangya
వ్యంగ్యంగా	vyangyamgaa
వ్యక్త	vyaktha
వ్యక్తంచేశారు	vyaktamcheeshaaru
వ్యక్తపరిచే	vyaktapariche
వ్యక్తమయ్యే	vyaktamayye
వ్యక్తమైంది	vyaktamaimdhi
వ్యక్తి	vyakthi
వ్యక్తికి	vyakthiki
వ్యక్తిగత	vyaktigatha
వ్యక్తిగతంగా	vyakthigathamga
వ్యక్తిగతమైన	vyaktigathamaina
వ్యక్తిగా	vyakthiga
వ్యక్తితో	vyaktitho
వ్యక్తిత్వ	vyakthithva
వ్యక్తిత్వం	vyakthithwam
వ్యక్తిత్వాన్ని	vyaktithvaanni
వ్యక్తీకరణ	vyaktikarana
వ్యక్తుల్లో	vyaktullo
వ్యక్తే	vyakte
వ్యతిరేక	vyatireka
వ్యతిరేకం	vyatirekam
వ్యతిరేకంగా	vyatiraekamgaa
వ్యతిరేకత	vyatirekata
వ్యతిరేకముగా	vyatiraekamugaa
వ్యతిరేకమైన	vyatiraekamaina
వ్యతిరేకమైనది	vyatiraekamainadi
వ్యతిరేకించడం	vyatiraekimchadam
వ్యతిరేకించాడు	vyatiraekimchaadu
వ్యతిరేకించారు	vyatiraekimchaaru
వ్యతిరేకిస్తారు	vyatiraekistaaru
వ్యతిరేకిస్తూ	vyathirekistu
వ్యభిచారం	vyabhicharam
వ్యభిచారానికి	vyabhicharaniki
వ్యయ	vyaya
వ్యయం	vyayam
వ్యయంతో	vyayamto
వ్యయంలో	vyayamlo
వ్యయప్రయాసలకు	vyayaprayaasalaku
వ్యయాన్ని	vyayaanni
వ్యయాలను	vyayaalanu
వ్యయాలు	vyayaalu
వ్యర్థ	vyartha
వ్యర్థం	vyartham
వ్యర్థపదార్థాలు	vyarthapadaarthaalu
వ్యర్థాల	vyarthaala
వ్యర్థాలను	vyarthaalanu
వ్యర్ధ	vyardha
వ్యర్ధాలు	vyardhaalu
వ్యవధి	vyavadhi
వ్యవధిలో	vyavadhilo
వ్యవసాయ	vyavasaaya
వ్యవసాయం	vyavasaayam
వ్యవసాయంపై	vyavasaayampai
వ్యవసాయంలో	vyavasaayamlo
వ్యవసాయానికి	vyavasaayaaniki
వ్యవసాయాన్ని	vyavasaayaanni
వ్యవస్థ	vyavastha
వ్యవస్థకు	vyavasthaku
వ్యవస్థగా	vyavasthaga
వ్యవస్థతో	vyavasthatho
వ్యవస్థను	vyavasthanu
వ్యవస్థపై	vyavasthapai
